file_path,file_id,sequence_id,participant_id,phrase
ChicagoFSWildPlus/Batch5/DCDL_in_Ohio_3_0_6,9000001,9001598,1176,dcdl
ChicagoFSWildPlus/Batch7/3R-The_Truth-Bimodality_0_1_4,9000001,9001599,1241,r 
ChicagoFSWild/deafvideo_5/deafaynrand_6573,9000001,9001600,0020,obamacare
ChicagoFSWildPlus/Batch30/Response_to_Joey_5_A24G9X56P9W0H3_9,9000001,9001601,1363,merge
ChicagoFSWildPlus/Batch22/State_of_the_University_Alan_2010_7_A18LZUX7ES0QI9_0,9000001,9001602,1008,campus
ChicagoFSWildPlus/Batch13/Understanding_Proximalization_and_9_A5MYYH3B448OY_3,9000001,9001603,1357,step
ChicagoFSWildPlus/Batch16/Moving_to_California_0_A39XPCDK2O844L_1,9000001,9001604,1009,ws
ChicagoFSWildPlus/Batch10/SNASL-Algal_2_A1YHAWNKMBBOXM_3,9000001,9001605,1301,co
ChicagoFSWildPlus/Batch20/DeafNation_DeafUnited_LanguagePeople_0_A2KK5BSM1BR0WR_4,9000001,9001606,1012,coda
ChicagoFSWildPlus/Batch10/Review_of_The_Walking_5_A5MYYH3B448OY_1,9000001,9001607,1275,aineti
ChicagoFSWildPlus/Batch28/Coda_Identity_and_the_4_AEX33M0CP8GS9_3,9000001,9001608,1219,if
ChicagoFSWildPlus/Batch23/Sharing_The_Stories_6_A2Q8Q1BE2JQR4C_8,9000001,9001609,1356,lack of
ChicagoFSWildPlus/Batch22/Studies_Show_Antarctica_Ice_4_A18LZUX7ES0QI9_8,9000001,9001610,1161,so
ChicagoFSWildPlus/Batch28/CM_Hall-New_9_A24G9X56P9W0H3_3,9000001,9001611,1127,mal
ChicagoFSWildPlus/Batch13/Tuesday_2_May_1_A38TMY19OO99NJ_4,9000001,9001612,1012,by
ChicagoFSWildPlus/Batch24/VRS_Users_concern_3_A2Q8Q1BE2JQR4C_1,9000001,9001613,1121,gate
ChicagoFSWildPlus/Batch17/Keith_Wann-interview_revisited_18_A281AHGBVMFHFT_6,9000001,9001614,1183,up
ChicagoFSWild/youtube_1/catherine_mackinnon_2834,9000001,9001615,0107,jay
ChicagoFSWildPlus/Batch8/Scam_Alert_4_A1YHAWNKMBBOXM_5,9000001,9001616,1188,text
ChicagoFSWildPlus/Batch19/Gally_Protest-Ryan_Commerson_4_A18LZUX7ES0QI9_7,9000001,9001617,1151,so
ChicagoFSWildPlus/Batch13/Unity_for_2_A2Q8Q1BE2JQR4C_2,9000001,9001618,1014,human
ChicagoFSWildPlus/Batch16/More_Deaf_from_Africa_get_PHD_10_A39XPCDK2O844L_13,9000001,9001619,1001,of usa
ChicagoFSWildPlus/Batch31/DM_61714_10_A2KK5BSM1BR0WR_5,9000001,9001620,1012,cup
ChicagoFSWildPlus/Batch22/Studies_Show_Antarctica_Ice_3_A1I9C94JSHA0M_9,9000001,9001621,1161,to
ChicagoFSWildPlus/Batch11/SNASL-Table_Salt_3_A1YHAWNKMBBOXM_15,9000001,9001622,1301,sodm
ChicagoFSWildPlus/Batch7/3R-Me_Ally_12_1_15,9000001,9001623,1241,oscar cohen
ChicagoFSWildPlus/Batch8/GHOSTBUSTERS_2016_and_6_A2WGOCFKSFGADL_1,9000001,9001624,1114,buster
ChicagoFSWildPlus/Batch16/My_Thoughts_on_the_FCC_3_A39XPCDK2O844L_8,9000001,9001625,1121,skaxe
ChicagoFSWildPlus/Batch28/DM_61214_3_A3G3CHW8SY1LU5_9,9000001,9001626,1012,assault rifle
ChicagoFSWildPlus/Batch26/Wing_Butler-Onsite_21_A18LZUX7ES0QI9_2,9000001,9001627,1358,post
ChicagoFSWildPlus/Batch32/Need_tips_about_Concrete_3_A281AHGBVMFHFT_7,9000001,9001628,1089,tube
ChicagoFSWildPlus/Batch25/What_is_it_like_to_be_DEAF_20_A18LZUX7ES0QI9_2,9000001,9001629,1168,ex
ChicagoFSWildPlus/Batch10/IAD_Submits_Letter_to_Governor_0_AIU1NJREW2JSG_4,9000001,9001630,1234,idc
ChicagoFSWildPlus/Batch12/Organic_Noni_Juice_3_A2Q8Q1BE2JQR4C_2,9000001,9001631,1031,gayl va
ChicagoFSWildPlus/Batch30/Response_to_Joey_1_A2KK5BSM1BR0WR_2,9000001,9001632,1363,aslt
ChicagoFSWildPlus/Batch32/Need_tips_about_Concrete_0_APZUMUMSJ59GH_11,9000001,9001633,1089,so
ChicagoFSWildPlus/Batch5/David_Geeslin-Community_8_0_5,9000001,9001634,1126,asl
ChicagoFSWildPlus/Batch23/TEDxIslay-Danny_Lacey_19_A18LZUX7ES0QI9_4,9000001,9001635,1073,hs
ChicagoFSWildPlus/Batch29/DM_61317_18_A2KK5BSM1BR0WR_5,9000001,9001636,1012,it
ChicagoFSWild/misc_2/marlon_kuntze_2585,9000001,9001637,0046,vs
ChicagoFSWildPlus/Batch19/Gally_Protest-Elisa_7_A18LZUX7ES0QI9_1,9000001,9001638,1148,arrests
ChicagoFSWildPlus/Batch16/Missouri_Commission_Visor_Communication_Card_4_A1I9C94JSHA0M_0,9000001,9001639,1240,or
ChicagoFSWild/youtube_2/tia_albert_3729,9000001,9001640,0060,film
ChicagoFSWildPlus/Batch28/DM_61217_3_A24G9X56P9W0H3_7,9000001,9001641,1012,supreme
ChicagoFSWildPlus/Batch20/Deaf_People_Tell_12_A18LZUX7ES0QI9_3,9000001,9001642,1040,war
ChicagoFSWildPlus/Batch13/Tuesday_2_May_17_A5MYYH3B448OY_5,9000001,9001643,1012,bi
ChicagoFSWildPlus/Batch32/PERCD_Report_June_2015_6_APZUMUMSJ59GH_8,9000001,9001644,1338,case
ChicagoFSWildPlus/Batch23/DM_9517_0_A2KK5BSM1BR0WR_3,9000001,9001645,1012,storm
ChicagoFSWildPlus/Batch20/Deaf_Owned_Collision_Center_13_A18LZUX7ES0QI9_0,9000001,9001646,1150,a
ChicagoFSWild/deafvideo_2/sddsimple_1548,9000001,9001647,0093,sam
ChicagoFSWildPlus/Batch17/Keith_Wann-interview_revisited_6_A281AHGBVMFHFT_6,9000001,9001648,1183,pin
ChicagoFSWildPlus/Batch24/Were_You_Bullied_ASK_Nyle_DiMarco_15_A2Q8Q1BE2JQR4C_0,9000001,9001649,1209,ok
ChicagoFSWildPlus/Batch30/Saudis_US_0_A2WGOCFKSFGADL_1,9000001,9001650,1052,bid
ChicagoFSWildPlus/Batch19/Flash_Player_disabled_1_A18LZUX7ES0QI9_11,9000001,9001651,1052,mac
ChicagoFSWildPlus/Batch24/The_Pearls-Lizzie_Sorkin_1_A18LZUX7ES0QI9_2,9000001,9001652,1247,as
ChicagoFSWild/youtube_1/leah_katz-hernandez_2864,9000001,9001653,0057,cnn
ChicagoFSWildPlus/Batch32/May_17_News_11_A2Q8Q1BE2JQR4C_6,9000001,9001654,1012,trump
ChicagoFSWildPlus/Batch17/Legal_Issues_in_Deaf_0_A2KK5BSM1BR0WR_5,9000001,9001655,1270,lre
ChicagoFSWild/awti/austin_andrews_0703,9000001,9001656,0017,asl
ChicagoFSWildPlus/Batch19/Four_years_and_business_4_A18LZUX7ES0QI9_1,9000001,9001657,1282,phase
ChicagoFSWildPlus/Batch11/SmartVP-Features_0_A1I9C94JSHA0M_5,9000001,9001658,1104,vp
ChicagoFSWildPlus/Batch30/Revenge_of_the_Nerds_7_APZUMUMSJ59GH_5,9000001,9001659,1114,hh
ChicagoFSWildPlus/Batch26/Windows_10_0_A2Q8Q1BE2JQR4C_2,9000001,9001660,1002,browser
ChicagoFSWildPlus/Batch31/DM_61714_3_A2KK5BSM1BR0WR_4,9000001,9001661,1012,obama
ChicagoFSWildPlus/Batch23/Shoulder_Surgery_0_A2Q8Q1BE2JQR4C_1,9000001,9001662,1053,may
ChicagoFSWildPlus/Batch28/DM_61214_4_A2Q8Q1BE2JQR4C_20,9000001,9001663,1012,wmb
ChicagoFSWildPlus/Batch11/SNASL-Monarch_Butterfly_3_A1YHAWNKMBBOXM_11,9000001,9001664,1301,population
ChicagoFSWildPlus/Batch28/Community_Rapid_Response_11_A24G9X56P9W0H3_9,9000001,9001665,1124,ice
ChicagoFSWildPlus/Batch20/Deaf_People_Tell_10_A18LZUX7ES0QI9_16,9000001,9001666,1040,so
ChicagoFSWild/aslized/joseph_hill_0153,9000001,9001667,0001,asl
ChicagoFSWildPlus/Batch25/What_is_21_Day_10_A1TCQUK1F20CX0_6,9000001,9001668,1278,total cardio body fix
ChicagoFSWildPlus/Batch12/Painter_Thief_8_AYJ7S7KR0EOGY_2,9000001,9001669,1052,apt
ChicagoFSWildPlus/Batch20/Deaf_In_Prison_Task_9_A1F0Y9W6IR2DRB_0,9000001,9001670,1124,kost
ChicagoFSWildPlus/Batch31/DM_61814_0_A2KK5BSM1BR0WR_5,9000001,9001671,1012,in
ChicagoFSWildPlus/Batch24/VRS_update_info_from_9_A2Q8Q1BE2JQR4C_13,9000001,9001672,1158,src
ChicagoFSWildPlus/Batch30/Putting_a_New_Face_7_A1TCQUK1F20CX0_10,9000001,9001673,1111,pacifist
ChicagoFSWildPlus/Batch23/DM_9517_10_A1Y22DO5VXDK8U_9,9000001,9001674,1012,wave
ChicagoFSWild/deafvideo_5/deafcutecartoon_6372,9000001,9001675,0041,awardness
ChicagoFSWildPlus/Batch24/The_Pearls-Myrna_Orleck-Aiello_3_A2Q8Q1BE2JQR4C_10,9000001,9001676,1250,world war vets
ChicagoFSWildPlus/Batch5/DCDL_in_Ohio_0_0_2,9000001,9001677,1176,alec mcfarlane
ChicagoFSWildPlus/Batch33/PSAD_President_Desk_7_A18LZUX7ES0QI9_3,9000001,9001678,1229,him
ChicagoFSWildPlus/Batch25/What_is_21_Day_11_A2Q8Q1BE2JQR4C_14,9000001,9001679,1278,coach
ChicagoFSWildPlus/Batch25/Trump_accused_of_blackmail_1_A18LZUX7ES0QI9_10,9000001,9001680,1184,trump
ChicagoFSWild/deafvideo_5/deafvideotv_7250,9000001,9001681,0157,by
ChicagoFSWildPlus/Batch20/Deaf_Owned_Collision_Center_15_A2KK5BSM1BR0WR_2,9000001,9001682,1150,rc
ChicagoFSWildPlus/Batch28/DM_61114_4_AEX33M0CP8GS9_2,9000001,9001683,1012,car
ChicagoFSWildPlus/Batch23/Shakeology_how_1_AIU1NJREW2JSG_5,9000001,9001684,1278,blender ice
ChicagoFSWildPlus/Batch13/Tuesday_2_May_2_A1I9C94JSHA0M_16,9000001,9001685,1012,tp
ChicagoFSWildPlus/Batch19/For_Cat_Lovers_I_need_2_A281AHGBVMFHFT_3,9000001,9001686,1013,rabies
ChicagoFSWildPlus/Batch23/Shakeology_how_5_A2Q8Q1BE2JQR4C_0,9000001,9001687,1278,ice
ChicagoFSWildPlus/Batch5/DC_Earthquake_7_0_10,9000001,9001688,1360,coast
ChicagoFSWildPlus/Batch11/Signs_Time_San_Francisco_35_AYJ7S7KR0EOGY_2,9000001,9001689,1281,he
ChicagoFSWildPlus/Batch25/The_Power_of_Childhood_6_A2U4MMDPI5BWNO_1,9000001,9001690,1304,lat
ChicagoFSWild/youtube_2/tia_albert_3836,9000001,9001691,0060,latex
ChicagoFSWild/youtube_5/roberta_cordano_6132,9000001,9001692,0123,co
ChicagoFSWildPlus/Batch23/Sheena_Lyles_4_A2Q8Q1BE2JQR4C_4,9000001,9001693,1020,fb
ChicagoFSWildPlus/Batch31/Climate_Change_Paris_Pact_0_A2Q8Q1BE2JQR4C_8,9000001,9001694,1001,pap
ChicagoFSWildPlus/Batch30/Putting_a_New_Face_3_A1TCQUK1F20CX0_15,9000001,9001695,1111,was
ChicagoFSWildPlus/Batch28/Condemn_Swanhilda_Lily_for_2_A1TCQUK1F20CX0_1,9000001,9001696,1222,ethopian
ChicagoFSWildPlus/Batch25/What_is_it_like_to_be_DEAF_14_A18LZUX7ES0QI9_2,9000001,9001697,1168,she
ChicagoFSWildPlus/Batch13/Understanding_Proximalization_and_4_A38TMY19OO99NJ_1,9000001,9001698,1357,er
ChicagoFSWildPlus/Batch13/Understanding_Panic_Attacks_0_A5MYYH3B448OY_2,9000001,9001699,1317,panic attack
ChicagoFSWildPlus/Batch26/Yo_Panther_about_1_A18LZUX7ES0QI9_2,9000001,9001700,1013,leg
ChicagoFSWildPlus/Batch32/PERCD_Report_June_2015_6_A2KK5BSM1BR0WR_15,9000001,9001701,1338,or
ChicagoFSWildPlus/Batch24/VRS_Users_concern_8_A2Q8Q1BE2JQR4C_0,9000001,9001702,1121,vrs
ChicagoFSWild/youtube_1/chickadee_3252,9000001,9001703,0053,out
ChicagoFSWildPlus/Batch6/3-Day_Refresh_5_0_4,9000001,9001704,1278,refresh
ChicagoFSWild/youtube_4/alex_abenchuchan_5430,9000001,9001705,0050,re
ChicagoFSWildPlus/Batch20/DeafNation_DeafUnited_LanguagePeople_36_A2KK5BSM1BR0WR_0,9000001,9001706,1012,fla
ChicagoFSWildPlus/Batch28/CM_Hall-New_1_A2KK5BSM1BR0WR_5,9000001,9001707,1127,or
ChicagoFSWildPlus/Batch18/The_Deaf_Inconvenient_Truth_0_A18LZUX7ES0QI9_2,9000001,9001708,1322,climate
ChicagoFSWildPlus/Batch29/DM_61317_17_A1TCQUK1F20CX0_5,9000001,9001709,1012,so
ChicagoFSWildPlus/Batch13/Vermont_Council_for_the_Deaf_0_A39XPCDK2O844L_1,9000001,9001710,1255,all
ChicagoFSWildPlus/Batch25/What_is_it_like_to_be_DEAF_4_A18LZUX7ES0QI9_6,9000001,9001711,1168,so
ChicagoFSWildPlus/Batch32/PERCD_Report_June_2015_0_A2KK5BSM1BR0WR_5,9000001,9001712,1338,keeper
ChicagoFSWildPlus/Batch24/The_Pearls-TL_Forsberg_4_A18LZUX7ES0QI9_3,9000001,9001713,1249,pearls
ChicagoFSWildPlus/Batch28/Core_De_Force_Final_4_A1TCQUK1F20CX0_5,9000001,9001714,1278,did
ChicagoFSWildPlus/Batch10/SNASL-Crustaceans_1_A5MYYH3B448OY_2,9000001,9001715,1301,dorlb
ChicagoFSWildPlus/Batch28/DM_61214_2_A1TCQUK1F20CX0_11,9000001,9001716,1012,just
ChicagoFSWildPlus/Batch32/Maryland_California_2_APZUMUMSJ59GH_5,9000001,9001717,1184,md
ChicagoFSWildPlus/Batch18/The_Future_of_Technology_0_A18LZUX7ES0QI9_5,9000001,9001718,1359,ky
ChicagoFSWildPlus/Batch28/Concerns_re-IRID_and_SB752_3_APZUMUMSJ59GH_5,9000001,9001719,1151,exit
ChicagoFSWildPlus/Batch11/SNASL-Monarch_Butterfly_10_AIU1NJREW2JSG_11,9000001,9001720,1301,yard
ChicagoFSWildPlus/Batch7/Charles_Marshs_Deaf_Volleyball_Memories_17_0_3,9000001,9001721,1149,coach
ChicagoFSWildPlus/Batch28/DM_61114_0_A281AHGBVMFHFT_4,9000001,9001722,1012,news
ChicagoFSWildPlus/Batch14/Interviewing_ALS_Neuralstem_1_A39XPCDK2O844L_4,9000001,9001723,1199,or
ChicagoFSWildPlus/Batch5/Deaf_Bilingual_Coalition_5_1_5,9000001,9001724,1220,wholeness
ChicagoFSWildPlus/Batch32/McDevittVideoEmergencyPrepLittlewood_0_A38TMY19OO99NJ_0,9000001,9001725,1159,at
ChicagoFSWildPlus/Batch30/Response_to_Joey_11_A2KK5BSM1BR0WR_3,9000001,9001726,1363,aslut
ChicagoFSWildPlus/Batch19/First_letters_in_ASL_3_A18LZUX7ES0QI9_2,9000001,9001727,1042,see
ChicagoFSWildPlus/Batch20/Deaf_People_Tell_8_A18LZUX7ES0QI9_7,9000001,9001728,1040,so
ChicagoFSWildPlus/Batch32/I_am_moving_out_again_2_A2Q8Q1BE2JQR4C_0,9000001,9001729,1108,calgery
ChicagoFSWildPlus/Batch27/Members_Parliament_VRS_PART_ONE_3_A2Q8Q1BE2JQR4C_1,9000001,9001730,1342,bill
ChicagoFSWildPlus/Batch13/Tuesday_2_May_17_A1I9C94JSHA0M_5,9000001,9001731,1012,come
ChicagoFSWildPlus/Batch21/Man_Walks_21_Miles_5_A2Q8Q1BE2JQR4C_0,9000001,9001732,1161,dave pollock
ChicagoFSWildPlus/Batch10/Interview_with_Teraca_Florence_8_A1YHAWNKMBBOXM_6,9000001,9001733,1092,arts
ChicagoFSWildPlus/Batch21/LOL_GhostBikerX_0_A2KK5BSM1BR0WR_7,9000001,9001734,1005,uk
ChicagoFSWildPlus/Batch25/What_is_21_Day_14_A18LZUX7ES0QI9_7,9000001,9001735,1278,fix
ChicagoFSWild/youtube_3/alex_abenchuchan_4264,9000001,9001736,0050,aracheolgist
ChicagoFSWildPlus/Batch17/Lake_Windfall_Cinema_2_A18LZUX7ES0QI9_0,9000001,9001737,1342,at
ChicagoFSWildPlus/Batch17/James_Bond_5_A18LZUX7ES0QI9_4,9000001,9001738,1114,sc
ChicagoFSWildPlus/Batch12/Open_Letter_from_BC_5_A1YHAWNKMBBOXM_5,9000001,9001739,1157,section
ChicagoFSWildPlus/Batch31/DM_61714_6_A2Q8Q1BE2JQR4C_3,9000001,9001740,1012,gas
ChicagoFSWild/aslized/elsie_stecker_0217,9000001,9001741,0000,un
ChicagoFSWildPlus/Batch5/DCDL_in_Ohio_11_0_1,9000001,9001742,1176,do
ChicagoFSWildPlus/Batch26/What_Kind_of_Milk_10_A2Q8Q1BE2JQR4C_7,9000001,9001743,1161,out
ChicagoFSWildPlus/Batch10/Review_of_The_Walking_23_AIU1NJREW2JSG_11,9000001,9001744,1275,tyl
ChicagoFSWildPlus/Batch10/Review_of_The_Walking_2_AIU1NJREW2JSG_6,9000001,9001745,1275,pc
ChicagoFSWildPlus/Batch19/Gallaudet_Board_Trustees_Spring_2_A18LZUX7ES0QI9_2,9000001,9001746,1116,oct
ChicagoFSWild/youtube_3/alex_abenchuchan_4369,9000001,9001747,0050,runaway
ChicagoFSWildPlus/Batch27/Deaf_History_Month-Ben_0_A2KK5BSM1BR0WR_5,9000001,9001748,1086,audism
ChicagoFSWildPlus/Batch11/Signs_Time_San_Francisco_16_A2WGOCFKSFGADL_3,9000001,9001749,1281,hall of fame
ChicagoFSWildPlus/Batch25/TEDxIslay-Michelle_McAuliffe_14_A18LZUX7ES0QI9_1,9000001,9001750,1074,of
ChicagoFSWildPlus/Batch30/Saudis_US_0_A2WGOCFKSFGADL_4,9000001,9001751,1052,infrastrucolture
ChicagoFSWildPlus/Batch20/Deaf-Parented_Interpreters-A_Challenge_21_A18LZUX7ES0QI9_5,9000001,9001752,1218,so
ChicagoFSWildPlus/Batch26/Whats_happening_with_your_20_A18LZUX7ES0QI9_2,9000001,9001753,1120,tb
ChicagoFSWildPlus/Batch10/Interview_with_Teraca_Florence_14_A1YHAWNKMBBOXM_3,9000001,9001754,1092,arts
ChicagoFSWildPlus/Batch10/Interview_with_Teraca_Florence_14_A5MYYH3B448OY_0,9000001,9001755,1092,arts
ChicagoFSWildPlus/Batch11/SNASL-Living_Moles_4_A1YHAWNKMBBOXM_2,9000001,9001756,1301,ferli
ChicagoFSWildPlus/Batch30/SDSD_Wendell_Mitchell_6_A1TCQUK1F20CX0_5,9000001,9001757,1293,coked
ChicagoFSWildPlus/Batch22/Random_Thoughts-Deaf_Seniors_3_A2KK5BSM1BR0WR_2,9000001,9001758,1239,or
ChicagoFSWildPlus/Batch10/IAD_Submits_Letter_to_Governor_1_A5MYYH3B448OY_3,9000001,9001759,1234,fidcc
ChicagoFSWildPlus/Batch23/SHARE_NAD_Board_Reports_10_A2KK5BSM1BR0WR_2,9000001,9001760,1195,it
ChicagoFSWildPlus/Batch5/David_Geeslin-Community_6_0_0,9000001,9001761,1126,lack of
ChicagoFSWildPlus/Batch6/3R-Dont_be_a_teacher_4_1_8,9000001,9001762,1241,or
ChicagoFSWildPlus/Batch28/DM_61217_8_A24G9X56P9W0H3_6,9000001,9001763,1012,un
ChicagoFSWildPlus/Batch23/Sharing_Faith_2_A2KK5BSM1BR0WR_4,9000001,9001764,1023,do
ChicagoFSWildPlus/Batch18/TSDAA_Vlog1_2_A2WGOCFKSFGADL_1,9000001,9001765,1310,ex tsd
ChicagoFSWildPlus/Batch23/Why_complain_0_A18LZUX7ES0QI9_5,9000001,9001766,1006,million
ChicagoFSWildPlus/Batch21/WHAT_DEAF_CAN_DO_1_A2Q8Q1BE2JQR4C_4,9000001,9001767,1106,ss
ChicagoFSWild/deafvideo_4/deafmermaid_5085,9000001,9001768,0031,if
ChicagoFSWildPlus/Batch11/Signs_Time_San_Francisco_34_A2WGOCFKSFGADL_1,9000001,9001769,1281,cvurve
ChicagoFSWild/deafvideo_2/fairytales9_2280,9000001,9001770,0091,scs
ChicagoFSWildPlus/Batch6/1st_part-Intonation_in_3_0_10,9000001,9001771,1224,or
ChicagoFSWildPlus/Batch18/Trump_in_Saudi_0_A3H188O2IZ80AM_0,9000001,9001772,1052,hunt
ChicagoFSWildPlus/Batch10/SNASL-Crustaceans_3_AIU1NJREW2JSG_7,9000001,9001773,1301,pillars or
ChicagoFSWildPlus/Batch23/DM_9517_16_A18LZUX7ES0QI9_0,9000001,9001774,1012,harvey
ChicagoFSWild/youtube_4/alex_abenchuchan_5374,9000001,9001775,0050,exporting
ChicagoFSWildPlus/Batch28/Coda_Identity_and_the_0_A1TCQUK1F20CX0_11,9000001,9001776,1219,le ky
ChicagoFSWildPlus/Batch23/Shakeology_how_8_AIU1NJREW2JSG_7,9000001,9001777,1278,cup
ChicagoFSWildPlus/Batch33/PSAD_President_Desk_5_A2KK5BSM1BR0WR_6,9000001,9001778,1229,go
ChicagoFSWildPlus/Batch28/DM_61217_8_AEX33M0CP8GS9_5,9000001,9001779,1012,if
ChicagoFSWildPlus/Batch33/PSAD_President_Desk_7_A18LZUX7ES0QI9-alt_2,9000001,9001780,1229,him
ChicagoFSWild/deafvideo_1/thedeafmoth_1071,9000001,9001781,0026,suburb
ChicagoFSWildPlus/Batch13/Understanding_Proximalization_and_7_A5MYYH3B448OY_1,9000001,9001782,1357,or
ChicagoFSWildPlus/Batch18/What_are_we_teaching_7_A2WGOCFKSFGADL_11,9000001,9001783,1184,tunp
ChicagoFSWildPlus/Batch14/Interview_Warren_pt3_0_A2WGOCFKSFGADL_0,9000001,9001784,1337,asl
ChicagoFSWildPlus/Batch17/June-23-2017_Tidbits_24_A2WGOCFKSFGADL_0,9000001,9001785,1190,amusement park
ChicagoFSWild/youtube_1/chickadee_3256,9000001,9001786,0053,or
ChicagoFSWildPlus/Batch32/I_am_moving_out_again_4_A281AHGBVMFHFT_2,9000001,9001787,1108,compost
ChicagoFSWildPlus/Batch10/PART_TWO-Interview_Lewis_0_A2WGOCFKSFGADL_3,9000001,9001788,1344,mlla
ChicagoFSWildPlus/Batch20/Deaf_People_Tell_26_A1F0Y9W6IR2DRB_0,9000001,9001789,1040,it
ChicagoFSWildPlus/Batch12/NHL_DN_51117_3_AYJ7S7KR0EOGY_4,9000001,9001790,1047,la
ChicagoFSWildPlus/Batch22/Switched_20_Cultural_Analysis_3_A281AHGBVMFHFT_6,9000001,9001791,1355,luck
ChicagoFSWildPlus/Batch7/3R-The_Truth-Bimodality_PART2_10_1_7,9000001,9001792,1241,asl ct
ChicagoFSWildPlus/Batch20/DM_5817_13_A2KK5BSM1BR0WR_9,9000001,9001793,1012,or
ChicagoFSWildPlus/Batch29/EKU_Interview_with_Nancy_13_A1R3VX1KIZH9CP_1,9000001,9001794,1087,civil
ChicagoFSWildPlus/Batch19/Four_years_and_business_0_A3EQHQZE25TTHE_4,9000001,9001795,1282,ok
ChicagoFSWildPlus/Batch13/Two_Deaf_Women_Show_Bilingualism_5_A3H188O2IZ80AM_5,9000001,9001796,1139,leadk
ChicagoFSWildPlus/Batch23/TEDxIslay-Danny_Lacey_6_A18LZUX7ES0QI9_1,9000001,9001797,1073,so
ChicagoFSWildPlus/Batch31/Blog_left_5_APZUMUMSJ59GH_6,9000001,9001798,1001,moderate
ChicagoFSWildPlus/Batch6/3-Day_Refresh_2_1_19,9000001,9001799,1278,shake
ChicagoFSWild/youtube_5/tawny_holmes_6222,9000001,9001800,0068,us
ChicagoFSWildPlus/Batch10/IADs_Response_to_John_Millers_3_A5MYYH3B448OY_0,9000001,9001801,1235,cil
ChicagoFSWildPlus/Batch27/DM_5917_11_A1TCQUK1F20CX0_7,9000001,9001802,1012,fbi
ChicagoFSWildPlus/Batch27/DM_61014_0_A2IP2OUW1DYJXU_6,9000001,9001803,1012,dog
ChicagoFSWildPlus/Batch21/Malaysian_Jet_Goes_Missing_7_A2Q8Q1BE2JQR4C_3,9000001,9001804,1161,miles
ChicagoFSWildPlus/Batch21/LOL_GhostBikerX_4_A281AHGBVMFHFT_2,9000001,9001805,1005,lay off drugs
ChicagoFSWildPlus/Batch16/MSA_Search_Process_5_A39XPCDK2O844L_0,9000001,9001806,1124,msad msaa msad
ChicagoFSWildPlus/Batch6/ACLU_Know_Your_Rights_1_1_6,9000001,9001807,1220,a c l u
ChicagoFSWildPlus/Batch17/Legislative_Training_3_A18LZUX7ES0QI9_9,9000001,9001808,1276,law
ChicagoFSWildPlus/Batch17/June-23-2017_Tidbits_5_A281AHGBVMFHFT_2,9000001,9001809,1190,bryce chapman
ChicagoFSWildPlus/Batch7/Sepsis_5_0_2,9000001,9001810,1180,insurance
ChicagoFSWildPlus/Batch25/What_is_it_like_to_be_DEAF_15_A38TMY19OO99NJ_3,9000001,9001811,1168,of
ChicagoFSWild/youtube_3/alex_abenchuchan_4099,9000001,9001812,0050,deal
ChicagoFSWild/misc_2/aidan_mack_3189,9000001,9001813,0048,co
ChicagoFSWildPlus/Batch20/DeafNation_DeafUnited_LanguagePeople_9_A18LZUX7ES0QI9_4,9000001,9001814,1012,dnc
ChicagoFSWildPlus/Batch23/Sharing_The_Stories_9_A2Q8Q1BE2JQR4C_0,9000001,9001815,1356,ds
ChicagoFSWildPlus/Batch12/Louisiana_DOT_Discrimination_1_A1YHAWNKMBBOXM_10,9000001,9001816,1299,so
ChicagoFSWildPlus/Batch11/SNASL-Monarch_Butterfly_9_A5MYYH3B448OY_0,9000001,9001817,1301,caterpillar
ChicagoFSWildPlus/Batch28/DM_61114_8_A2KK5BSM1BR0WR_3,9000001,9001818,1012,tsd
ChicagoFSWildPlus/Batch7/Charles_Marshs_Deaf_Volleyball_Memories_14_0_2,9000001,9001819,1149,iowa
ChicagoFSWildPlus/Batch20/DM_5817_14_A281AHGBVMFHFT_10,9000001,9001820,1012,rape
ChicagoFSWildPlus/Batch19/Flash_Player_disabled_2_A18LZUX7ES0QI9_12,9000001,9001821,1052,or
ChicagoFSWildPlus/Batch14/Interviewing_ALS_with_Evelina_Gaina_3_A2WGOCFKSFGADL_4,9000001,9001822,1199,stem
ChicagoFSWildPlus/Batch14/Interview-2013_RID_Conference_Keynote_5_A2WGOCFKSFGADL_11,9000001,9001823,1128,soil
ChicagoFSWildPlus/Batch5/DC_Earthquake_6_0_0,9000001,9001824,1360,panic
ChicagoFSWild/deafvideo_3/geoalpha_4569,9000001,9001825,0098,ussr
ChicagoFSWildPlus/Batch29/DM_61317_6_A1TCQUK1F20CX0_10,9000001,9001826,1012,us
ChicagoFSWildPlus/Batch10/Interview_with_Teraca_Florence_3_A3G3CHW8SY1LU5_0,9000001,9001827,1092,eagle
ChicagoFSWild/misc_2/marlon_kuntze_2556,9000001,9001828,0046,ok
ChicagoFSWildPlus/Batch27/Deaf_Grassroots_Movement_and_Social_1_A1TCQUK1F20CX0_3,9000001,9001829,1187,or
ChicagoFSWildPlus/Batch6/3-Day_Refresh_5_1_9,9000001,9001830,1278,bb
ChicagoFSWildPlus/Batch24/The_Pearls-Rosa_Lee_3_A18LZUX7ES0QI9_5,9000001,9001831,1245,ww
ChicagoFSWildPlus/Batch26/Why_move_to_California_2_A18LZUX7ES0QI9_5,9000001,9001832,1009,navy
